,0,1,2
32017,1466,01-12-2015,seasonal products
32018,4185,16-01-2015,rolls/buns
32019,1889,09-02-2015,candles
32020,3396,14-05-2015,sparkling wine
32021,3412,26-01-2015,oil
32022,3321,13-07-2015,white wine
32023,3484,21-11-2015,brandy
32024,1937,17-10-2015,whipped/sour cream
32025,2101,20-12-2015,canned beer
32026,4006,18-12-2015,other vegetables
32027,3732,18-07-2015,pastry
32028,1276,28-04-2015,bottled beer
32029,4916,01-03-2015,detergent
32030,2040,06-04-2015,candy
32031,2255,01-05-2015,oil
32032,1239,25-07-2015,bottled water
32033,4992,20-06-2015,sparkling wine
32034,3225,12-06-2015,soda
32035,2421,21-11-2015,long life bakery product
32036,3303,25-01-2015,whole milk
32037,3455,13-09-2015,margarine
32038,1484,07-10-2015,soft cheese
32039,3591,11-05-2015,dental care
32040,4613,17-05-2015,shopping bags
32041,1676,11-10-2015,dishes
32042,1259,21-11-2015,napkins
32043,3930,12-07-2015,soft cheese
32044,3995,26-06-2015,brown bread
32045,1038,14-12-2015,cake bar
32046,4794,06-09-2015,other vegetables
32047,3960,21-09-2015,specialty bar
32048,3077,05-01-2015,shopping bags
32049,1161,14-03-2015,spread cheese
32050,1800,16-04-2015,hygiene articles
32051,1717,09-11-2015,margarine
32052,1888,06-06-2015,butter milk
32053,2138,04-03-2015,shopping bags
32054,1866,13-02-2015,baking powder
32055,4745,29-09-2015,shopping bags
32056,1269,12-09-2015,butter milk
32057,4721,15-06-2015,spices
32058,2885,22-03-2015,sliced cheese
32059,1435,24-04-2015,rolls/buns
32060,1887,03-02-2015,whipped/sour cream
32061,4776,26-03-2015,candy
32062,4313,16-05-2015,bottled beer
32063,3545,28-08-2015,whole milk
32064,2307,12-03-2015,shopping bags
32065,1215,18-01-2015,sliced cheese
32066,1428,18-01-2015,yogurt
32067,4297,27-10-2015,specialty bar
32068,1812,14-10-2015,margarine
32069,2217,02-12-2015,domestic eggs
32070,2378,15-04-2015,soda
32071,2397,23-06-2015,whipped/sour cream
32072,3419,20-08-2015,cream cheese 
32073,4131,29-03-2015,rolls/buns
32074,2220,04-08-2015,yogurt
32075,3870,21-03-2015,frozen fish
32076,1483,14-06-2015,rolls/buns
32077,3449,29-11-2015,brown bread
32078,1959,13-12-2015,pot plants
32079,4825,17-01-2015,bottled water
32080,3289,02-05-2015,whipped/sour cream
32081,1256,29-08-2015,oil
32082,3369,23-03-2015,abrasive cleaner
32083,2191,25-10-2015,yogurt
32084,4645,06-12-2015,yogurt
32085,3818,08-08-2015,cat food
32086,3857,04-11-2015,canned beer
32087,3651,31-07-2015,cream cheese 
32088,3689,29-07-2015,soda
32089,2361,03-10-2015,soda
32090,2513,15-12-2015,zwieback
32091,2110,29-07-2015,soda
32092,4895,21-07-2015,salty snack
32093,2756,31-07-2015,processed cheese
32094,1960,09-01-2015,pastry
32095,3924,29-10-2015,curd
32096,3020,27-08-2015,specialty fat
32097,4531,10-08-2015,pastry
32098,4901,14-02-2015,pasta
32099,3787,24-09-2015,salty snack
32100,3688,24-09-2015,soap
32101,4717,10-04-2015,shopping bags
32102,2210,25-09-2015,sweet spreads
32103,4152,29-05-2015,bottled beer
32104,4507,18-06-2015,softener
32105,1118,13-05-2015,curd
32106,4953,07-05-2015,salty snack
32107,4417,21-01-2015,sparkling wine
32108,2358,15-12-2015,dishes
32109,3122,05-02-2015,bottled water
32110,3920,10-05-2015,napkins
32111,4592,08-12-2015,oil
32112,1326,09-11-2015,canned beer
32113,3729,29-11-2015,instant coffee
32114,2627,31-10-2015,frozen vegetables
32115,3393,07-11-2015,newspapers
32116,4302,03-08-2015,salty snack
32117,1734,15-02-2015,frozen vegetables
32118,3635,26-02-2015,frozen dessert
32119,3232,18-12-2015,frozen vegetables
32120,2805,18-04-2015,pastry
32121,2214,19-01-2015,butter milk
32122,4725,02-12-2015,rolls/buns
32123,4975,02-11-2015,soda
32124,3393,23-02-2015,candy
32125,4456,08-08-2015,bottled water
32126,4744,29-08-2015,candy
32127,1264,30-07-2015,mayonnaise
32128,3104,18-05-2015,fruit/vegetable juice
32129,4966,25-01-2015,fruit/vegetable juice
32130,4183,15-01-2015,shopping bags
32131,3786,10-02-2015,baking powder
32132,3299,28-02-2015,hard cheese
32133,1656,07-07-2015,bottled water
32134,4753,05-03-2015,bottled beer
32135,2857,18-04-2015,soda
32136,3692,18-10-2015,yogurt
32137,2613,23-08-2015,newspapers
32138,3509,08-07-2015,oil
32139,3048,06-10-2015,white wine
32140,1160,21-08-2015,bottled beer
32141,2629,26-04-2015,hard cheese
32142,1444,06-06-2015,whole milk
32143,2578,01-12-2015,yogurt
32144,4184,28-06-2015,white bread
32145,3201,27-11-2015,soap
32146,3311,02-05-2015,rolls/buns
32147,4294,08-01-2015,bottled water
32148,2283,18-01-2015,margarine
32149,3325,07-11-2015,other vegetables
32150,3621,02-11-2015,butter
32151,1968,03-10-2015,newspapers
32152,3717,01-04-2015,frozen vegetables
32153,4704,18-08-2015,coffee
32154,3904,11-05-2015,curd
32155,2336,07-10-2015,rolls/buns
32156,3546,22-11-2015,Instant food products
32157,3797,23-08-2015,processed cheese
32158,4607,15-12-2015,pastry
32159,4522,18-05-2015,pickled vegetables
32160,4695,13-10-2015,canned fish
32161,4919,30-03-2015,salty snack
32162,3289,15-03-2015,misc. beverages
32163,1200,26-09-2015,canned fish
32164,3789,06-09-2015,shopping bags
32165,1289,08-11-2015,canned beer
32166,2415,29-04-2015,soda
32167,1943,30-09-2015,potato products
32168,3685,26-08-2015,female sanitary products
32169,3447,27-11-2015,soda
32170,2164,08-10-2015,coffee
32171,4107,05-02-2015,mustard
32172,2744,19-05-2015,sugar
32173,1051,12-08-2015,dishes
32174,2087,09-04-2015,pastry
32175,1020,13-10-2015,frozen fish
32176,2443,12-01-2015,napkins
32177,4911,07-01-2015,cleaner
32178,3835,16-09-2015,long life bakery product
32179,2363,22-05-2015,white wine
32180,2344,19-04-2015,oil
32181,3911,15-02-2015,soda
32182,1450,08-07-2015,instant coffee
32183,3495,18-11-2015,oil
32184,1625,27-11-2015,napkins
32185,3265,09-12-2015,domestic eggs
32186,3247,01-11-2015,dishes
32187,1777,08-07-2015,brown bread
32188,1862,05-09-2015,seasonal products
32189,2942,01-02-2015,flower (seeds)
32190,2932,22-01-2015,newspapers
32191,4049,01-08-2015,whole milk
32192,1954,06-08-2015,bottled beer
32193,2321,16-06-2015,other vegetables
32194,2930,23-03-2015,fruit/vegetable juice
32195,3214,27-03-2015,baking powder
32196,4877,20-06-2015,frozen vegetables
32197,1277,07-06-2015,pot plants
32198,2239,13-12-2015,whole milk
32199,4929,26-03-2015,margarine
32200,1390,02-03-2015,house keeping products
32201,1870,09-09-2015,brown bread
32202,3405,03-04-2015,margarine
32203,2338,08-12-2015,whole milk
32204,2051,11-09-2015,whipped/sour cream
32205,3504,06-07-2015,soda
32206,3405,13-04-2015,fruit/vegetable juice
32207,2512,02-09-2015,coffee
32208,4038,06-11-2015,yogurt
32209,1759,26-09-2015,oil
32210,2813,01-10-2015,female sanitary products
32211,3055,18-08-2015,soft cheese
32212,1733,18-03-2015,oil
32213,1913,18-08-2015,whipped/sour cream
32214,4864,27-03-2015,pot plants
32215,4812,27-05-2015,margarine
32216,3042,05-10-2015,whole milk
32217,4988,04-10-2015,specialty chocolate
32218,4486,21-07-2015,rolls/buns
32219,4069,03-05-2015,pot plants
32220,4600,14-07-2015,whipped/sour cream
32221,3588,05-05-2015,hard cheese
32222,4175,29-01-2015,napkins
32223,2599,30-07-2015,yogurt
32224,4671,15-07-2015,sugar
32225,2270,09-06-2015,yogurt
32226,2494,05-05-2015,semi-finished bread
32227,1406,28-12-2015,waffles
32228,3910,18-12-2015,packaged fruit/vegetables
32229,3358,21-02-2015,fruit/vegetable juice
32230,1943,14-01-2015,UHT-milk
32231,1995,12-06-2015,root vegetables
32232,4666,24-02-2015,whole milk
32233,1994,11-03-2015,whole milk
32234,4892,09-01-2015,curd
32235,3531,29-08-2015,dishes
32236,1148,15-04-2015,dog food
32237,1787,31-10-2015,packaged fruit/vegetables
32238,4215,31-05-2015,oil
32239,2158,01-08-2015,fruit/vegetable juice
32240,2510,29-09-2015,bottled water
32241,3180,19-10-2015,bathroom cleaner
32242,3207,08-08-2015,napkins
32243,1226,12-11-2015,vinegar
32244,1682,25-06-2015,soda
32245,1509,04-11-2015,hard cheese
32246,2364,21-06-2015,coffee
32247,4679,10-11-2015,bottled water
32248,4324,05-01-2015,white wine
32249,3497,14-06-2015,cling film/bags
32250,1008,21-07-2015,domestic eggs
32251,4572,29-10-2015,bottled beer
32252,4030,04-07-2015,cake bar
32253,2422,12-08-2015,bottled water
32254,2694,24-11-2015,frozen fish
32255,3481,03-08-2015,rolls/buns
32256,3821,03-01-2015,newspapers
32257,3752,20-08-2015,flour
32258,3262,08-12-2015,soups
32259,1370,28-06-2015,rolls/buns
32260,1090,31-08-2015,napkins
32261,3862,18-11-2015,butter
32262,4495,08-04-2015,white bread
32263,2492,01-11-2015,newspapers
32264,4688,01-08-2015,white bread
32265,3633,14-07-2015,brown bread
32266,3709,08-08-2015,specialty cheese
32267,1220,09-02-2015,rolls/buns
32268,4236,25-11-2015,frozen vegetables
32269,3308,19-08-2015,yogurt
32270,1183,12-06-2015,other vegetables
32271,1999,24-08-2015,coffee
32272,4828,11-10-2015,shopping bags
32273,3608,12-10-2015,waffles
32274,3983,09-09-2015,long life bakery product
32275,3460,24-07-2015,cream cheese 
32276,1703,21-02-2015,whipped/sour cream
32277,3002,13-08-2015,seasonal products
32278,4836,17-08-2015,whole milk
32279,1561,05-06-2015,flour
32280,4731,04-04-2015,yogurt
32281,3812,13-11-2015,domestic eggs
32282,2097,01-10-2015,shopping bags
32283,4986,28-01-2015,other vegetables
32284,4742,15-11-2015,ready soups
32285,2502,15-04-2015,curd
32286,1135,10-07-2015,butter
32287,2403,14-02-2015,margarine
32288,4234,17-07-2015,baking powder
32289,4068,11-12-2015,specialty bar
32290,2311,30-06-2015,fruit/vegetable juice
32291,1353,21-01-2015,specialty bar
32292,3251,05-07-2015,frozen meals
32293,1748,08-03-2015,whole milk
32294,1638,12-03-2015,bottled beer
32295,2170,10-02-2015,fruit/vegetable juice
32296,3903,06-02-2015,margarine
32297,1245,27-06-2015,processed cheese
32298,3237,28-06-2015,other vegetables
32299,4908,20-05-2015,UHT-milk
32300,1780,12-07-2015,newspapers
32301,1438,11-05-2015,whipped/sour cream
32302,1265,19-01-2015,domestic eggs
32303,3669,10-02-2015,processed cheese
32304,2412,13-03-2015,bottled beer
32305,1818,10-09-2015,rolls/buns
32306,2601,27-06-2015,baking powder
32307,1905,31-07-2015,candy
32308,1407,26-06-2015,pastry
32309,3754,02-01-2015,margarine
32310,2743,05-05-2015,yogurt
32311,2211,22-09-2015,processed cheese
32312,4138,12-06-2015,waffles
32313,4141,12-11-2015,brown bread
32314,4826,15-06-2015,rolls/buns
32315,2685,07-10-2015,butter
32316,3793,02-07-2015,flower (seeds)
32317,4687,23-09-2015,frozen vegetables
32318,2277,18-01-2015,canned beer
32319,4518,20-07-2015,butter
32320,1997,28-12-2015,pastry
32321,4114,07-08-2015,house keeping products
32322,1097,25-09-2015,bottled water
32323,2568,22-09-2015,other vegetables
32324,1997,20-08-2015,bottled beer
32325,4987,07-01-2015,domestic eggs
32326,2404,02-06-2015,cocoa drinks
32327,1619,04-03-2015,flower (seeds)
32328,3640,13-03-2015,coffee
32329,4537,27-10-2015,sliced cheese
32330,3519,30-07-2015,other vegetables
32331,3587,08-06-2015,canned beer
32332,1232,01-07-2015,bottled water
32333,2597,15-08-2015,bottled beer
32334,1878,10-01-2015,candy
32335,2860,01-03-2015,light bulbs
32336,4006,14-06-2015,kitchen towels
32337,4536,13-09-2015,sliced cheese
32338,4180,04-06-2015,semi-finished bread
32339,1384,23-03-2015,bottled beer
32340,3322,11-10-2015,whole milk
32341,2543,13-08-2015,brown bread
32342,3763,27-06-2015,frozen vegetables
32343,4459,08-02-2015,white bread
32344,2736,25-05-2015,soda
32345,1549,18-03-2015,coffee
32346,2047,20-12-2015,bottled water
32347,3754,22-01-2015,roll products 
32348,2667,16-06-2015,shopping bags
32349,1829,19-06-2015,male cosmetics
32350,1376,30-06-2015,cream cheese 
32351,2953,04-01-2015,rolls/buns
32352,3465,14-06-2015,pickled vegetables
32353,3120,23-12-2015,whipped/sour cream
32354,1301,07-01-2015,frozen vegetables
32355,1865,18-10-2015,yogurt
32356,2772,04-12-2015,pastry
32357,1875,22-05-2015,oil
32358,3358,29-03-2015,rolls/buns
32359,3255,05-11-2015,newspapers
32360,3877,27-05-2015,chocolate
32361,1480,24-08-2015,tidbits
32362,2850,27-03-2015,beef
32363,1699,07-07-2015,rolls/buns
32364,3258,20-05-2015,bottled water
32365,4717,03-05-2015,whole milk
32366,3307,28-06-2015,baking powder
32367,2332,15-12-2015,rolls/buns
32368,2431,27-10-2015,cereals
32369,2312,26-03-2015,other vegetables
32370,2232,15-01-2015,whisky
32371,3998,14-12-2015,whipped/sour cream
32372,3054,28-06-2015,yogurt
32373,4550,26-03-2015,other vegetables
32374,1075,20-07-2015,dishes
32375,3898,11-04-2015,soda
32376,3374,27-08-2015,brandy
32377,4262,25-04-2015,newspapers
32378,1151,17-09-2015,pastry
32379,3669,17-01-2015,margarine
32380,4222,27-12-2015,whipped/sour cream
32381,1914,04-06-2015,root vegetables
32382,1306,20-11-2015,rolls/buns
32383,4229,20-08-2015,pastry
32384,2145,12-12-2015,chewing gum
32385,1977,12-01-2015,canned beer
32386,4552,19-06-2015,yogurt
32387,4013,18-03-2015,bottled beer
32388,4566,30-08-2015,napkins
32389,3111,23-12-2015,waffles
32390,3699,12-12-2015,butter
32391,2895,14-08-2015,whole milk
32392,3868,19-08-2015,pastry
32393,3215,24-04-2015,specialty cheese
32394,2461,04-10-2015,whole milk
32395,1452,25-11-2015,rice
32396,4618,16-12-2015,butter
32397,4721,23-05-2015,margarine
32398,2712,21-06-2015,whole milk
32399,1458,24-08-2015,specialty bar
32400,3746,09-11-2015,whipped/sour cream
32401,3596,20-04-2015,canned beer
32402,4120,11-12-2015,softener
32403,3215,21-07-2015,sliced cheese
32404,1674,02-04-2015,kitchen towels
32405,3310,14-05-2015,domestic eggs
32406,4783,01-06-2015,other vegetables
32407,3741,14-06-2015,candles
32408,2466,10-10-2015,bottled water
32409,1653,07-12-2015,butter milk
32410,2070,28-06-2015,bottled water
32411,1749,04-01-2015,soft cheese
32412,2625,18-02-2015,newspapers
32413,3002,21-01-2015,light bulbs
32414,1064,25-07-2015,other vegetables
32415,2127,19-11-2015,ice cream
32416,4392,16-08-2015,other vegetables
32417,1649,26-05-2015,yogurt
32418,4375,29-04-2015,canned beer
32419,1699,25-09-2015,sweet spreads
32420,2682,01-12-2015,cream cheese 
32421,2022,03-06-2015,soft cheese
32422,2669,29-03-2015,pastry
32423,3025,19-10-2015,white bread
32424,3019,19-12-2015,rolls/buns
32425,4801,04-08-2015,beverages
32426,3679,25-09-2015,domestic eggs
32427,3380,16-02-2015,misc. beverages
32428,3354,29-11-2015,waffles
32429,1756,23-09-2015,soda
32430,3172,01-03-2015,dish cleaner
32431,3341,15-12-2015,shopping bags
32432,1113,05-08-2015,baking powder
32433,3339,08-12-2015,butter milk
32434,3015,10-10-2015,coffee
32435,3144,27-04-2015,rolls/buns
32436,4106,06-03-2015,condensed milk
32437,1798,01-01-2015,curd
32438,1493,22-05-2015,hygiene articles
32439,4454,23-12-2015,oil
32440,2935,09-01-2015,newspapers
32441,3328,12-09-2015,soda
32442,3915,30-09-2015,brown bread
32443,1968,21-08-2015,rolls/buns
32444,4355,13-03-2015,long life bakery product
32445,1580,07-08-2015,domestic eggs
32446,3703,24-01-2015,yogurt
32447,1497,18-04-2015,coffee
32448,1340,13-03-2015,rolls/buns
32449,1102,27-06-2015,detergent
32450,4223,07-10-2015,onions
32451,4190,27-12-2015,newspapers
32452,4695,22-07-2015,newspapers
32453,1421,23-02-2015,newspapers
32454,3293,09-05-2015,misc. beverages
32455,3543,25-02-2015,pastry
32456,1153,26-10-2015,mustard
32457,4097,14-11-2015,vinegar
32458,1073,03-12-2015,dishes
32459,3390,21-02-2015,frozen meals
32460,1768,19-05-2015,long life bakery product
32461,1186,26-04-2015,canned fruit
32462,4138,04-09-2015,detergent
32463,2816,11-10-2015,salty snack
32464,2568,19-05-2015,flour
32465,4512,07-03-2015,red/blush wine
32466,1628,19-11-2015,bottled water
32467,3911,05-03-2015,margarine
32468,3736,31-03-2015,candy
32469,4644,02-07-2015,brown bread
32470,1583,31-05-2015,fruit/vegetable juice
32471,3338,17-08-2015,whole milk
32472,2427,08-01-2015,whipped/sour cream
32473,1302,26-08-2015,rolls/buns
32474,4499,29-10-2015,brandy
32475,1785,03-02-2015,soda
32476,3961,24-12-2015,processed cheese
32477,2326,16-07-2015,UHT-milk
32478,1319,18-08-2015,pastry
32479,2370,06-05-2015,shopping bags
32480,3332,31-01-2015,oil
32481,2473,01-07-2015,chewing gum
32482,2810,30-12-2015,whipped/sour cream
32483,1033,22-04-2015,rolls/buns
32484,4222,27-05-2015,flour
32485,3679,21-09-2015,newspapers
32486,2212,27-08-2015,newspapers
32487,1507,22-06-2015,sugar
32488,2870,21-01-2015,specialty bar
32489,3429,26-04-2015,rolls/buns
32490,4148,09-04-2015,newspapers
32491,2970,30-12-2015,rolls/buns
32492,2013,30-08-2015,domestic eggs
32493,3967,30-05-2015,specialty bar
32494,2885,15-05-2015,rolls/buns
32495,3935,02-07-2015,rolls/buns
32496,3283,01-05-2015,mayonnaise
32497,3268,06-11-2015,rolls/buns
32498,3677,30-04-2015,canned fish
32499,3495,27-06-2015,yogurt
32500,1410,04-10-2015,white bread
32501,2440,06-06-2015,bottled water
32502,4088,13-01-2015,curd
32503,2469,23-09-2015,cream cheese 
32504,4229,06-03-2015,rolls/buns
32505,2728,02-08-2015,butter milk
32506,4694,25-01-2015,brown bread
32507,2836,29-12-2015,shopping bags
32508,1311,12-02-2015,mustard
32509,1760,23-01-2015,sugar
32510,3656,02-03-2015,whole milk
32511,3720,28-05-2015,candles
32512,2996,26-09-2015,hygiene articles
32513,1949,22-07-2015,frozen vegetables
32514,4498,11-02-2015,cream cheese 
32515,2447,28-12-2015,soups
32516,1952,23-03-2015,hygiene articles
32517,4099,27-01-2015,fruit/vegetable juice
32518,1804,12-03-2015,root vegetables
32519,1510,16-05-2015,rolls/buns
32520,2879,18-04-2015,rolls/buns
32521,4899,12-03-2015,salt
32522,4326,29-09-2015,rolls/buns
32523,1670,17-05-2015,soda
32524,1117,24-05-2015,whipped/sour cream
32525,1346,03-04-2015,sweet spreads
32526,1178,15-11-2015,jam
32527,1649,25-06-2015,bottled beer
32528,4651,21-06-2015,chewing gum
32529,4243,02-04-2015,hygiene articles
32530,4429,21-07-2015,pot plants
32531,4645,25-07-2015,fruit/vegetable juice
32532,4019,24-07-2015,domestic eggs
32533,4459,26-04-2015,frozen meals
32534,3006,27-12-2015,frozen fish
32535,1834,17-09-2015,frozen vegetables
32536,3236,04-07-2015,whipped/sour cream
32537,1765,11-03-2015,whipped/sour cream
32538,3855,09-03-2015,chocolate
32539,4392,28-11-2015,shopping bags
32540,3330,26-07-2015,curd
32541,1723,02-09-2015,whipped/sour cream
32542,4110,30-03-2015,bottled water
32543,2600,28-01-2015,frozen vegetables
32544,2946,07-10-2015,pasta
32545,2426,08-09-2015,whipped/sour cream
32546,4170,03-05-2015,instant coffee
32547,1109,06-04-2015,margarine
32548,3429,04-01-2015,hard cheese
32549,2055,04-02-2015,pip fruit
32550,2480,20-09-2015,other vegetables
32551,2441,30-05-2015,whole milk
32552,1054,04-10-2015,margarine
32553,4818,11-01-2015,roll products 
32554,3379,21-01-2015,whipped/sour cream
32555,3939,10-02-2015,ketchup
32556,1367,05-08-2015,yogurt
32557,1043,10-01-2015,whole milk
32558,2231,17-10-2015,napkins
32559,3235,28-12-2015,margarine
32560,4554,16-07-2015,male cosmetics
32561,3245,24-01-2015,pip fruit
32562,2996,19-05-2015,newspapers
32563,2507,05-01-2015,long life bakery product
32564,4186,25-10-2015,oil
32565,3929,28-04-2015,frozen vegetables
32566,3760,22-11-2015,beverages
32567,4928,18-08-2015,cake bar
32568,4217,18-12-2015,bottled beer
32569,1174,11-02-2015,fruit/vegetable juice
32570,4103,19-06-2015,newspapers
32571,4408,13-03-2015,cream cheese 
32572,2588,28-12-2015,coffee
32573,2598,11-11-2015,soda
32574,1518,11-12-2015,ketchup
32575,2702,08-04-2015,whipped/sour cream
32576,1001,20-01-2015,whipped/sour cream
32577,2270,30-09-2015,fruit/vegetable juice
32578,2838,10-11-2015,vinegar
32579,1683,26-05-2015,bottled water
32580,4040,03-04-2015,soft cheese
32581,3897,23-08-2015,salty snack
32582,2200,11-03-2015,onions
32583,4073,29-01-2015,dessert
32584,3700,19-04-2015,soda
32585,3973,10-06-2015,cat food
32586,2715,06-07-2015,salty snack
32587,3967,23-11-2015,sauces
32588,4002,03-09-2015,vinegar
32589,2962,01-03-2015,domestic eggs
32590,4340,25-12-2015,pot plants
32591,2092,06-11-2015,margarine
32592,3143,24-05-2015,whipped/sour cream
32593,2209,03-10-2015,butter
32594,2816,22-08-2015,bottled beer
32595,2659,01-06-2015,brown bread
32596,1588,13-10-2015,jam
32597,1144,15-10-2015,white bread
32598,2166,10-12-2015,waffles
32599,3300,06-10-2015,fruit/vegetable juice
32600,3944,03-01-2015,baking powder
32601,4979,24-04-2015,soda
32602,2630,21-01-2015,soda
32603,4240,29-04-2015,soda
32604,2357,08-07-2015,baking powder
32605,1743,18-04-2015,cream cheese 
32606,1038,02-04-2015,whipped/sour cream
32607,3267,18-01-2015,cat food
32608,3402,06-01-2015,shopping bags
32609,3013,21-08-2015,hygiene articles
32610,4807,27-01-2015,misc. beverages
32611,2172,02-03-2015,specialty chocolate
32612,1388,03-04-2015,cake bar
32613,3309,21-01-2015,shopping bags
32614,2194,05-06-2015,salty snack
32615,4603,21-01-2015,shopping bags
32616,1631,05-02-2015,coffee
32617,2712,11-09-2015,frozen potato products
32618,2757,28-04-2015,specialty chocolate
32619,4761,08-09-2015,soda
32620,2688,22-11-2015,canned fish
32621,2458,23-08-2015,rolls/buns
32622,4087,26-08-2015,long life bakery product
32623,4677,15-10-2015,salt
32624,3250,12-04-2015,liquor
32625,3488,19-08-2015,domestic eggs
32626,1679,24-06-2015,rolls/buns
32627,4820,23-07-2015,syrup
32628,2079,16-05-2015,shopping bags
32629,2460,27-10-2015,newspapers
32630,4286,06-06-2015,rolls/buns
32631,3050,10-08-2015,roll products 
32632,2888,05-09-2015,other vegetables
32633,2376,28-05-2015,margarine
32634,4748,23-03-2015,napkins
32635,2311,06-06-2015,light bulbs
32636,4765,05-07-2015,domestic eggs
32637,4199,04-08-2015,rolls/buns
32638,2592,20-03-2015,rolls/buns
32639,1403,15-05-2015,other vegetables
32640,4031,03-01-2015,soda
32641,1416,04-03-2015,pastry
32642,4022,24-04-2015,soda
32643,3674,22-03-2015,root vegetables
32644,3430,16-04-2015,hygiene articles
32645,1113,29-03-2015,domestic eggs
32646,4178,22-01-2015,baking powder
32647,4037,09-05-2015,canned fish
32648,3917,13-09-2015,soda
32649,4658,14-07-2015,dish cleaner
32650,1408,23-07-2015,soda
32651,4940,17-04-2015,coffee
32652,1639,10-10-2015,mustard
32653,4139,26-11-2015,soda
32654,2799,17-06-2015,brown bread
32655,4041,16-10-2015,white wine
32656,3508,07-02-2015,shopping bags
32657,1584,11-03-2015,long life bakery product
32658,4006,02-07-2015,shopping bags
32659,4593,07-04-2015,hard cheese
32660,4875,22-08-2015,pickled vegetables
32661,2534,09-08-2015,soda
32662,2413,13-12-2015,rolls/buns
32663,1909,10-01-2015,salty snack
32664,4367,15-11-2015,fruit/vegetable juice
32665,4240,28-10-2015,soda
32666,1866,08-11-2015,candy
32667,3905,19-06-2015,shopping bags
32668,4906,16-09-2015,shopping bags
32669,4478,04-12-2015,seasonal products
32670,2765,22-07-2015,domestic eggs
32671,4178,13-11-2015,salty snack
32672,4330,22-06-2015,baking powder
32673,1659,25-03-2015,specialty bar
32674,2406,24-10-2015,dish cleaner
32675,3465,15-01-2015,candles
32676,3178,22-10-2015,bottled water
32677,2218,02-07-2015,frozen dessert
32678,3980,09-04-2015,pastry
32679,2519,14-03-2015,fruit/vegetable juice
32680,2568,09-10-2015,dish cleaner
32681,1130,15-01-2015,cream cheese 
32682,1231,20-05-2015,whipped/sour cream
32683,2654,22-09-2015,rolls/buns
32684,3913,21-03-2015,pastry
32685,3276,23-02-2015,snack products
32686,4094,30-03-2015,rolls/buns
32687,3997,19-07-2015,bottled water
32688,2313,18-02-2015,shopping bags
32689,2716,10-09-2015,zwieback
32690,3923,27-01-2015,bottled beer
32691,4541,18-04-2015,yogurt
32692,4524,26-08-2015,fruit/vegetable juice
32693,1750,08-02-2015,soda
32694,1527,30-12-2015,bottled water
32695,1379,01-07-2015,chocolate
32696,2380,09-10-2015,pastry
32697,3259,02-09-2015,cream cheese 
32698,3268,13-07-2015,specialty cheese
32699,3117,03-03-2015,misc. beverages
32700,1972,02-06-2015,fruit/vegetable juice
32701,1154,06-04-2015,frozen vegetables
32702,2408,25-03-2015,yogurt
32703,2400,22-03-2015,white wine
32704,1286,08-03-2015,yogurt
32705,3505,21-07-2015,white bread
32706,4503,19-12-2015,specialty chocolate
32707,4292,27-03-2015,napkins
32708,1542,22-07-2014,newspapers
32709,1274,10-07-2014,specialty cheese
32710,4182,05-01-2014,whole milk
32711,4401,18-03-2014,bottled water
32712,4766,20-09-2014,bottled water
32713,4880,11-09-2014,cat food
32714,1939,28-03-2014,shopping bags
32715,4341,26-10-2014,shopping bags
32716,4480,17-05-2014,jam
32717,3997,22-11-2014,bottled beer
32718,3674,08-07-2014,cream cheese 
32719,1608,26-07-2014,whole milk
32720,2088,21-09-2014,dishes
32721,3897,09-12-2014,seasonal products
32722,4783,10-05-2014,specialty fat
32723,4813,20-11-2014,pastry
32724,4842,30-06-2014,rolls/buns
32725,2971,04-03-2014,shopping bags
32726,4972,13-12-2014,salt
32727,4215,10-04-2014,newspapers
32728,1001,07-02-2014,rolls/buns
32729,4535,09-07-2014,yogurt
32730,2252,13-04-2014,chewing gum
32731,2433,08-04-2014,margarine
32732,1935,28-08-2014,whole milk
32733,2484,17-08-2014,rolls/buns
32734,2900,23-11-2014,shopping bags
32735,4504,24-09-2014,hygiene articles
32736,4183,12-10-2014,salt
32737,3651,22-06-2014,pastry
32738,1381,05-02-2014,other vegetables
32739,1190,18-05-2014,soda
32740,1262,22-07-2014,pickled vegetables
32741,3555,14-10-2014,curd
32742,3621,04-01-2014,cling film/bags
32743,2831,30-05-2014,butter
32744,3508,15-12-2014,waffles
32745,1468,12-07-2014,bottled water
32746,3269,09-07-2014,tidbits
32747,3844,24-06-2014,soda
32748,4950,30-08-2014,soft cheese
32749,4129,23-10-2014,soda
32750,1596,12-10-2014,margarine
32751,4372,17-04-2014,pasta
32752,2183,13-07-2014,frozen dessert
32753,3617,01-10-2014,misc. beverages
32754,4692,10-08-2014,hygiene articles
32755,2210,30-12-2014,napkins
32756,1605,13-11-2014,whole milk
32757,3604,13-09-2014,yogurt
32758,3524,01-08-2014,semi-finished bread
32759,3928,07-08-2014,domestic eggs
32760,1207,28-04-2014,shopping bags
32761,2578,19-04-2014,mayonnaise
32762,1553,09-05-2014,coffee
32763,3942,01-01-2014,Instant food products
32764,1583,27-11-2014,bottled water
32765,2133,24-05-2014,bottled water
32766,4860,14-11-2014,shopping bags
32767,4548,09-10-2014,brown bread
32768,2610,01-01-2014,domestic eggs
32769,2344,22-02-2014,newspapers
32770,2920,12-05-2014,root vegetables
32771,3847,14-03-2014,coffee
